Strain	Admin Division	Originating Lab	Submitting Lab	gisaid_epi_isl	url	Country	Region	Host	Submission Date	Location	Clade	Collection Data	Author	Exposure History	genbank_accession
China/Shanghai/SH0047	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416355		China	Asia	Human	1-2 days ago			2020-02-04	Wang et al		
Hangzhou/ZJU-06/2020	Zhejiang	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	EPI_ISL_416047		China	Asia	Human	1-2 days ago	Hangzhou		2020-02-02	Yao et al		
China/Shanghai/SH0085	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416385		China	Asia	Human	1-2 days ago			2020-01-30	Wang et al		
China/Shanghai/SH0094	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416390		China	Asia	Human	1-2 days ago			2020-01-31	Wang et al		
China/Shanghai/SH0104	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416395		China	Asia	Human	1-2 days ago			2020-02-09	Wang et al		
Guangdong/GD2020227-P0029/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413880		China	Asia	Human	One week ago			2020-02-05	Lu et al		
Guangdong/GDSZ202004-P0004/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413879		China	Asia	Human	One week ago			2020-02-05	Lu et al		
China/Shanghai/SH0109	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416398		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
China/Shanghai/SH0066	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416369		China	Asia	Human	1-2 days ago			2020-02-05	Wang et al		
India/1-27/2020	Kerala	Indian Council of Medical Research - National Institute of Virology	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	EPI_ISL_413522		India	Asia	Human	One month ago			2020-01-27	Potdar et al	China	
China/IQTC02/2020	Guangdong		Technology Centre, Guangzhou Customs	EPI_ISL_412967		China	Asia	Human	One month ago	Guangzhou		2020-01-29	Shi et al		
Guangdong/SZ-N59-P0049/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413872		China	Asia	Human	One week ago			2020-02-28	Lu et al		
China/Shanghai/SH0048	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416356		China	Asia	Human	1-2 days ago			2020-02-01	Wang et al		
China/Shanghai/SH0091	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416388		China	Asia	Human	1-2 days ago			2020-02-05	Wang et al		
China/Shanghai/SH0011	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416324		China	Asia	Human	1-2 days ago			2020-01-29	Wang et al		
China/Shanghai/SH0072	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416375		China	Asia	Human	1-2 days ago			2020-02-01	Wang et al		
Fujian/13/2020	Fujian	Fujian Center for Disease Control and Prevention	Fujian Center for Disease Control and Prevention	EPI_ISL_411066		China	Asia	Human	Older			2020-01-22	Wei et al		
Foshan/20SF211/2020	Guangdong	Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health	Guangdong Provincial Center for Diseases Control and Prevention	EPI_ISL_406536		China	Asia	Human	Older	Foshan		2020-01-22	Kang et al		
Foshan/20SF210/2020	Guangdong	Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health	Guangdong Provincial Center for Diseases Control and Prevention	EPI_ISL_406535		China	Asia	Human	Older	Foshan		2020-01-22	Kang et al		
Singapore/11/2020	Singapore	National Public Health Laboratory	National Public Health Laboratory	EPI_ISL_410719		Singapore	Asia	Human	Older	Singapore		2020-02-02	Octavia et al		
Netherlands/NoordBrabant_47/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415504		Netherlands	Europe	Human	3-7 days ago			2020-03-09	Nieuwenhuijse et al		
USA/WI1/2020	Wisconsin	Wisconsin Department of Health Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_408670		USA	North America	Human	Older			2020-01-31	Zhang et al	Hubei	MT039887
Nepal/61/2020	Kathmandu	National Influenza Centre, National Public Health Laboratory, Kathmandu, Nepal	The University of Hong Kong	EPI_ISL_410301		Nepal	Asia	Human	Older	Kathmandu		2020-01-13	Sah et al	Hubei	MT072688
USA/MA1/2020	Massachusetts	Massachusetts Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_409067		USA	North America	Human	Older	Boston		2020-01-29	Paden et al	Hubei	MT039888
China/Shanghai/SH0037	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416346		China	Asia	Human	1-2 days ago			2020-01-30	Wang et al		
Taiwan/2/2020	Taiwan	Centers for Disease Control, R.O.C. (Taiwan)	Centers for Disease Control, R.O.C. (Taiwan)	EPI_ISL_406031		Taiwan	Asia	Human	Older	Kaohsiung		2020-01-23	Yang et al		
China/Shanghai/SH0112	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416400		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
Sweden/01/2020	Småland		Unit for Laboratory Development and Technology Transfer, Public Health Agency of Sweden	EPI_ISL_411951		Sweden	Europe	Human	One month ago	Jönköping		2020-02-07	Bengner et al		MT093571
Australia/VIC01/2020	Victoria	Monash Medical Centre	Collaboration between the University of Melbourne at The Peter Doherty Institute for Infection and Immunity, and the Victorian Infectious Disease Reference Laboratory	EPI_ISL_406844		Australia	Oceania	Human	Older	Clayton		2020-01-25	Caly et al	Hubei	MT007544
HongKong/CUHK2/2020	Hong Kong	Department of Microbiology, Faculty of Medicine, The Chinese University of Hong Kong, Hong Kong SAR, China	Department of Microbiology, Faculty of Medicine, Chinese University of Hong Kong, Hong Kong SAR, China	EPI_ISL_416315		China	Asia	Human	1-2 days ago			2020-02-19	Chen et al		
China/Shanghai/SH0012	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416325		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
China/Shanghai/SH0098	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416391		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
SouthKorea/KUMC02/2020	South Korea	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	EPI_ISL_413018		South Korea	Asia	Human	One month ago			2020-02-06	Kang et al		
SouthKorea/KUMC01/2020	South Korea	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	EPI_ISL_413017		South Korea	Asia	Human	One month ago			2020-02-06	Kang et al		
USA/CA2/2020	California	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_406036		USA	North America	Human	Older	Orange County		2020-01-22	Uehara et al	Hubei	MN994468
HongKong/case42_VM20002493/2020	Hong Kong	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	EPI_ISL_414527		Hong Kong	Asia	Human	One week ago	Hong Kong		2020-02-09	Dominic N.C. Tsang et al		
canine/HongKong/20-02756/2020	Hong Kong	Tai Lung Veterinary Laboratory, Agriculture, Fisheries and Conservation Department	School of Public Health, The University of Hong Kong	EPI_ISL_414518		Hong Kong	Asia	Canine	One week ago			2020-02-26	Thomas S.H. Chung et al		
Canada/BC_35720/2020	British Columbia	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	EPI_ISL_415582		Canada	North America	Human	3-7 days ago			2020-03-04	Harrigan et al	Hong Kong	
HongKong/case90_VM20002907/2020	Hong Kong	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	EPI_ISL_414517		Hong Kong	Asia	Human	One week ago			2020-02-25	Dominic N.C. Tsang et al		
HongKong/case85_VM20002868/2020	Hong Kong	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	EPI_ISL_414519		Hong Kong	Asia	Human	One week ago			2020-02-24	Dominic N.C. Tsang et al		
HongKong/CUHK1/2020	Hong Kong	Department of Microbiology, Faculty of Medicine, The Chinese University of Hong Kong, Hong Kong SAR, China	Department of Microbiology, Faculty of Medicine, Chinese University of Hong Kong, Hong Kong SAR, China	EPI_ISL_416314		China	Asia	Human	1-2 days ago			2020-02-07	Chen et al		
HongKong/case52_VM20002582/2020	Hong Kong	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	EPI_ISL_414569		Hong Kong	Asia	Human	One week ago	Hong Kong		2020-02-12	Dominic N.C. Tsang et al		
HongKong/case48_VM20002507/2020	Hong Kong	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	EPI_ISL_414528		Hong Kong	Asia	Human	One week ago	Hong Kong		2020-02-10	Dominic N.C. Tsang et al		
HongKong/VB20024950/2020	Hong Kong	Hong Kong Department of Health	The University of Hong Kong	EPI_ISL_412029		Hong Kong	Asia	Human	One month ago			2020-01-30	Dominic N.C. Tsang et al		
Australia/VIC02/2020	Victoria	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	EPI_ISL_416410		Australia	Oceania	Human	1-2 days ago	Melbourne		2020-01-24	Caly et al		
France/IDF0373/2020	Ile de France	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	EPI_ISL_406597		France	Europe	Human	Older	Paris		2020-01-23	Albert et al		
France/IDF0372/2020	Ile de France	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	EPI_ISL_406596		France	Europe	Human	Older	Paris		2020-01-23	Albert et al		
France/IDF0386-islP1/2020	Ile de France	Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris	Laboratoire Virpath, CIRI U111, UCBL1, INSERM, CNRS, ENS Lyon	EPI_ISL_411219		France	Europe	Human	Older	Paris		2020-01-28	Terrier et al		
China/Shanghai/SH0056	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416364		China	Asia	Human	1-2 days ago			2020-02-08	Wang et al		
Singapore/7/2020	Singapore	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	EPI_ISL_410713		Singapore	Asia	Human	Older	Singapore		2020-01-27	Octavia et al		
Singapore/8/2020	Singapore	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	EPI_ISL_410714		Singapore	Asia	Human	Older	Singapore		2020-02-03	Octavia et al		
China/Shanghai/SH0040	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416349		China	Asia	Human	1-2 days ago			2020-01-30	Wang et al		
Australia/VIC03/2020	Victoria	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	EPI_ISL_416411		Australia	Oceania	Human	1-2 days ago	Melbourne		2020-01-25	Caly et al		
